transaction_id,account_id,transaction_type,amount,currency,txn_date,txn_time,status,reference_no
TXN0000292,ACC000472,ATM Withdrawal,60118.2,INR,2021-07-24,00:00:00,Failed,REF256895
TXN0000293,ACC000105,ATM Withdrawal,78377.66,INR,2024-08-08,00:00:00,Failed,REF479286
TXN0000294,ACC000081,NEFT,10515.77,INR,2024-01-13,00:00:00,Success,REF411500
TXN0000295,ACC000394,RTGS,47210.65,INR,2022-12-03,00:00:00,Failed,REF954600
TXN0000296,ACC000559,Credit,18836.47,INR,2021-12-30,00:00:00,Success,REF314171
TXN0000297,ACC000353,EMI,42564.94,INR,2021-05-11,00:00:00,Pending,REF186454
TXN0000298,ACC000542,Credit,60632.17,INR,2021-02-02,00:00:00,Pending,REF611939
TXN0000299,ACC000450,EMI,66099.87,INR,2022-06-03,00:00:00,Failed,REF130640
TXN0000300,ACC000421,EMI,27125.7,INR,2021-03-26,00:00:00,Failed,REF243322
TXN0000301,ACC000473,ATM Withdrawal,74002.85,INR,2022-03-06,00:00:00,Success,REF253612
TXN0000302,ACC000029,EMI,27036.88,INR,2023-09-24,00:00:00,Failed,REF479437
TXN0000303,ACC000004,NEFT,41972.0,INR,2021-04-27,00:00:00,Pending,REF209451
TXN0000304,ACC000511,EMI,84136.53,INR,2021-03-28,00:00:00,Failed,REF829184
TXN0000305,ACC000140,RTGS,77135.13,INR,2021-12-25,00:00:00,Success,REF915298
TXN0000306,ACC000525,NEFT,80222.85,INR,2021-09-27,00:00:00,Pending,REF540345
TXN0000307,ACC000285,Online Payment,8591.95,INR,2021-08-25,00:00:00,Failed,REF778932
TXN0000308,ACC000373,EMI,9885.84,INR,2023-11-14,00:00:00,Pending,REF637515
TXN0000309,ACC000188,IMPS,21598.42,INR,2021-02-03,00:00:00,Success,REF444448
TXN0000310,ACC000237,UPI,22928.55,INR,2021-04-07,00:00:00,Failed,REF290095
TXN0000311,ACC000036,Debit,92090.49,INR,2023-09-19,00:00:00,Pending,REF831380
TXN0000312,ACC000217,NEFT,30232.02,INR,2024-07-20,00:00:00,Success,REF250197
TXN0000313,ACC000569,EMI,46429.75,INR,2023-08-22,00:00:00,Success,REF144498
TXN0000314,ACC000353,IMPS,82444.61,INR,2022-11-16,00:00:00,Success,REF867341
TXN0000315,ACC000216,RTGS,10752.12,INR,2022-11-16,00:00:00,Pending,REF645354
TXN0000316,ACC000529,EMI,56273.01,INR,2024-11-01,00:00:00,Pending,REF149904
TXN0000317,ACC000276,EMI,819.89,INR,2024-03-28,00:00:00,Failed,REF700396
TXN0000318,ACC000055,Transfer,33034.31,INR,2024-07-10,00:00:00,Failed,REF170192
TXN0000319,ACC000443,ATM Withdrawal,56142.3,INR,2023-01-11,00:00:00,Pending,REF510131
TXN0000320,ACC000151,NEFT,26197.17,INR,2022-09-02,00:00:00,Pending,REF194723
TXN0000321,ACC000452,Credit,32403.59,INR,2021-08-22,00:00:00,Failed,REF619822
TXN0000322,ACC000460,Transfer,59221.98,INR,2023-01-22,00:00:00,Success,REF350800
TXN0000323,ACC000579,Credit,15218.18,INR,2021-04-16,00:00:00,Pending,REF399806
TXN0000324,ACC000477,UPI,90988.83,INR,2022-04-27,00:00:00,Pending,REF352772
TXN0000325,ACC000460,Online Payment,82571.95,INR,2023-08-20,00:00:00,Failed,REF506275
TXN0000326,ACC000120,ATM Withdrawal,18701.91,INR,2023-01-19,00:00:00,Success,REF466500
TXN0000327,ACC000471,Transfer,96814.7,INR,2023-05-20,00:00:00,Pending,REF326214
TXN0000328,ACC000071,RTGS,66598.8,INR,2023-08-28,00:00:00,Pending,REF236695
TXN0000329,ACC000103,EMI,884.73,INR,2023-04-18,00:00:00,Success,REF627820
TXN0000330,ACC000125,EMI,22970.65,INR,2022-12-03,00:00:00,Success,REF700756
TXN0000331,ACC000333,Debit,44015.94,INR,2022-01-08,00:00:00,Pending,REF855101
TXN0000332,ACC000531,UPI,96686.83,INR,2021-05-14,00:00:00,Failed,REF735498
TXN0000333,ACC000020,Debit,25117.52,INR,2024-06-30,00:00:00,Success,REF769161
TXN0000334,ACC000513,UPI,84316.4,INR,2023-07-07,00:00:00,Success,REF437681
TXN0000335,ACC000574,ATM Withdrawal,17196.06,INR,2022-09-19,00:00:00,Pending,REF748419
TXN0000336,ACC000153,IMPS,26819.32,INR,2024-04-14,00:00:00,Pending,REF389034
TXN0000337,ACC000458,Transfer,29388.85,INR,2024-12-07,00:00:00,Failed,REF323029
TXN0000338,ACC000170,EMI,19317.38,INR,2021-09-27,00:00:00,Success,REF860400
TXN0000339,ACC000341,Transfer,39570.4,INR,2022-09-17,00:00:00,Failed,REF994298
TXN0000340,ACC000487,NEFT,15561.38,INR,2023-01-18,00:00:00,Success,REF546158
TXN0000341,ACC000257,Transfer,97784.08,INR,2023-12-12,00:00:00,Failed,REF815079
TXN0000342,ACC000212,NEFT,98098.97,INR,2021-10-04,00:00:00,Success,REF477037
TXN0000343,ACC000472,IMPS,52713.58,INR,2022-02-28,00:00:00,Success,REF285683
TXN0000344,ACC000345,IMPS,26591.76,INR,2024-10-11,00:00:00,Pending,REF883878
TXN0000345,ACC000444,Transfer,6987.57,INR,2022-06-17,00:00:00,Success,REF321898
TXN0000346,ACC000112,Online Payment,55046.92,INR,2022-11-01,00:00:00,Pending,REF360648
TXN0000347,ACC000299,Online Payment,78746.38,INR,2024-10-18,00:00:00,Pending,REF926830
TXN0000348,ACC000056,EMI,65426.56,INR,2021-08-21,00:00:00,Pending,REF146675
TXN0000349,ACC000024,Transfer,56676.1,INR,2023-12-18,00:00:00,Success,REF961983
TXN0000350,ACC000600,NEFT,19350.76,INR,2023-09-29,00:00:00,Pending,REF889949
TXN0000351,ACC000350,RTGS,4693.3,INR,2022-09-18,00:00:00,Failed,REF988851
TXN0000352,ACC000121,NEFT,65341.12,INR,2022-12-31,00:00:00,Pending,REF411510
TXN0000353,ACC000104,ATM Withdrawal,95201.86,INR,2024-05-24,00:00:00,Pending,REF845224
TXN0000354,ACC000332,Online Payment,27484.88,INR,2024-06-03,00:00:00,Success,REF345466
TXN0000355,ACC000045,Debit,61278.01,INR,2022-12-18,00:00:00,Pending,REF295775
TXN0000356,ACC000447,UPI,93082.95,INR,2022-05-23,00:00:00,Pending,REF272602
TXN0000357,ACC000529,IMPS,29595.01,INR,2024-03-28,00:00:00,Success,REF679651
TXN0000358,ACC000179,Credit,24252.38,INR,2023-11-19,00:00:00,Pending,REF599496
TXN0000359,ACC000140,IMPS,95095.06,INR,2023-05-09,00:00:00,Pending,REF591069
TXN0000360,ACC000170,Credit,37300.44,INR,2021-06-26,00:00:00,Success,REF781826
TXN0000361,ACC000326,Transfer,2664.21,INR,2021-05-03,00:00:00,Success,REF235082
TXN0000362,ACC000312,Online Payment,81979.55,INR,2024-11-12,00:00:00,Success,REF631098
TXN0000363,ACC000162,NEFT,64914.69,INR,2024-01-17,00:00:00,Pending,REF409569
TXN0000364,ACC000327,Transfer,13466.04,INR,2021-12-04,00:00:00,Failed,REF522045
TXN0000365,ACC000185,Transfer,30371.33,INR,2021-10-05,00:00:00,Pending,REF439806
TXN0000366,ACC000566,ATM Withdrawal,40434.53,INR,2021-06-29,00:00:00,Pending,REF445816
TXN0000367,ACC000468,Debit,76550.76,INR,2024-01-03,00:00:00,Pending,REF925816
TXN0000368,ACC000587,Debit,56784.18,INR,2024-06-02,00:00:00,Success,REF259332
TXN0000369,ACC000337,UPI,86418.29,INR,2021-02-08,00:00:00,Pending,REF202651
TXN0000370,ACC000104,Transfer,70609.82,INR,2023-05-14,00:00:00,Failed,REF432731
TXN0000371,ACC000057,Transfer,74852.25,INR,2022-07-15,00:00:00,Pending,REF231042
TXN0000372,ACC000381,UPI,34396.11,INR,2021-11-11,00:00:00,Failed,REF583009
TXN0000373,ACC000045,UPI,30478.21,INR,2024-12-23,00:00:00,Pending,REF206199
TXN0000374,ACC000323,Credit,35388.93,INR,2024-11-21,00:00:00,Pending,REF523302
TXN0000375,ACC000365,IMPS,55572.39,INR,2023-01-13,00:00:00,Failed,REF387053
TXN0000376,ACC000142,Debit,80110.38,INR,2022-09-17,00:00:00,Pending,REF188819
TXN0000377,ACC000200,NEFT,4016.95,INR,2023-12-20,00:00:00,Failed,REF680890
TXN0000378,ACC000553,Transfer,41084.66,INR,2024-02-16,00:00:00,Pending,REF194365
TXN0000379,ACC000137,ATM Withdrawal,10380.42,INR,2021-10-12,00:00:00,Pending,REF563568
TXN0000380,ACC000002,ATM Withdrawal,5265.21,INR,2021-01-22,00:00:00,Pending,REF348413
TXN0000381,ACC000157,NEFT,53172.58,INR,2021-11-02,00:00:00,Success,REF993329
TXN0000382,ACC000541,EMI,39857.35,INR,2023-09-08,00:00:00,Failed,REF104900
TXN0000383,ACC000238,UPI,30489.24,INR,2023-09-24,00:00:00,Success,REF481524
TXN0000384,ACC000447,Transfer,68496.37,INR,2023-07-12,00:00:00,Success,REF690070
TXN0000385,ACC000542,UPI,96027.6,INR,2021-01-15,00:00:00,Pending,REF848808
TXN0000386,ACC000502,IMPS,85001.81,INR,2021-11-01,00:00:00,Success,REF454051
TXN0000387,ACC000490,NEFT,37352.98,INR,2021-02-26,00:00:00,Pending,REF617381
TXN0000388,ACC000047,Debit,46954.51,INR,2021-07-01,00:00:00,Pending,REF519668
TXN0000389,ACC000330,ATM Withdrawal,26184.56,INR,2023-07-06,00:00:00,Pending,REF181964
TXN0000390,ACC000456,IMPS,83838.84,INR,2024-02-19,00:00:00,Failed,REF708228
TXN0000391,ACC000316,IMPS,60315.22,INR,2022-12-12,00:00:00,Failed,REF989626
TXN0000392,ACC000223,NEFT,7619.87,INR,2021-09-11,00:00:00,Pending,REF462360
TXN0000393,ACC000130,IMPS,42310.53,INR,2024-09-26,00:00:00,Success,REF350165
TXN0000394,ACC000227,ATM Withdrawal,22260.46,INR,2021-02-17,00:00:00,Failed,REF386961
TXN0000395,ACC000294,Credit,1617.87,INR,2023-05-08,00:00:00,Failed,REF806495
TXN0000396,ACC000575,NEFT,59775.39,INR,2022-09-07,00:00:00,Pending,REF701815
TXN0000397,ACC000174,RTGS,45486.3,INR,2022-08-09,00:00:00,Failed,REF142037
TXN0000398,ACC000100,RTGS,94734.26,INR,2022-10-23,00:00:00,Success,REF767227
TXN0000399,ACC000520,Credit,85372.04,INR,2023-09-28,00:00:00,Success,REF342203
TXN0000400,ACC000278,UPI,73788.17,INR,2024-05-18,00:00:00,Success,REF444717
TXN0000401,ACC000007,EMI,35393.65,INR,2022-12-17,00:00:00,Failed,REF726703
TXN0000402,ACC000116,UPI,33093.21,INR,2022-11-06,00:00:00,Failed,REF249086
TXN0000403,ACC000181,Credit,58987.21,INR,2021-05-10,00:00:00,Failed,REF669288
TXN0000404,ACC000322,ATM Withdrawal,93667.3,INR,2021-08-01,00:00:00,Success,REF491371
TXN0000405,ACC000221,NEFT,53533.76,INR,2022-11-10,00:00:00,Failed,REF660933
TXN0000406,ACC000027,Debit,94624.92,INR,2022-06-25,00:00:00,Pending,REF687876
TXN0000407,ACC000370,Debit,57798.03,INR,2024-12-24,00:00:00,Failed,REF703638
TXN0000408,ACC000263,Credit,34694.93,INR,2021-02-20,00:00:00,Failed,REF366943
TXN0000409,ACC000017,UPI,5029.06,INR,2021-05-01,00:00:00,Success,REF678590
TXN0000410,ACC000542,RTGS,9596.38,INR,2022-11-24,00:00:00,Success,REF658240
TXN0000411,ACC000261,UPI,9897.27,INR,2021-06-09,00:00:00,Pending,REF921878
TXN0000412,ACC000470,RTGS,79480.05,INR,2022-01-01,00:00:00,Pending,REF658395
TXN0000413,ACC000282,IMPS,34078.93,INR,2023-08-30,00:00:00,Pending,REF918189
TXN0000414,ACC000257,NEFT,61967.35,INR,2024-03-21,00:00:00,Success,REF189039
TXN0000415,ACC000026,IMPS,53752.49,INR,2024-03-23,00:00:00,Success,REF253418
TXN0000416,ACC000450,UPI,18588.12,INR,2023-04-23,00:00:00,Pending,REF410272
TXN0000417,ACC000440,ATM Withdrawal,391.45,INR,2021-07-09,00:00:00,Pending,REF671245
TXN0000418,ACC000136,Transfer,25620.62,INR,2024-04-28,00:00:00,Pending,REF850650
TXN0000419,ACC000179,Credit,98451.84,INR,2021-02-25,00:00:00,Pending,REF987345
TXN0000420,ACC000374,UPI,1950.63,INR,2023-06-03,00:00:00,Failed,REF348666
TXN0000421,ACC000248,EMI,10676.33,INR,2023-07-13,00:00:00,Success,REF178687
TXN0000422,ACC000236,Debit,23098.65,INR,2021-07-22,00:00:00,Failed,REF713110
TXN0000423,ACC000116,UPI,43543.44,INR,2023-09-01,00:00:00,Success,REF933852
TXN0000424,ACC000412,RTGS,70058.71,INR,2022-10-26,00:00:00,Failed,REF935051
TXN0000425,ACC000459,Transfer,53575.32,INR,2024-10-23,00:00:00,Pending,REF201429
TXN0000426,ACC000464,IMPS,91822.03,INR,2021-08-04,00:00:00,Success,REF882488
TXN0000427,ACC000247,UPI,85302.12,INR,2021-06-21,00:00:00,Pending,REF808962
TXN0000428,ACC000423,RTGS,97668.29,INR,2023-02-13,00:00:00,Pending,REF243481
TXN0000429,ACC000434,RTGS,18690.88,INR,2023-08-08,00:00:00,Failed,REF676530
TXN0000430,ACC000098,EMI,99482.38,INR,2024-02-15,00:00:00,Success,REF444516
TXN0000431,ACC000382,ATM Withdrawal,59648.58,INR,2022-04-30,00:00:00,Success,REF567393
TXN0000432,ACC000401,IMPS,93888.09,INR,2023-06-14,00:00:00,Pending,REF783868
TXN0000433,ACC000147,ATM Withdrawal,22855.47,INR,2022-11-10,00:00:00,Success,REF174527
TXN0000434,ACC000314,Debit,47701.13,INR,2023-08-05,00:00:00,Pending,REF802168
TXN0000435,ACC000480,Credit,40379.13,INR,2024-04-02,00:00:00,Success,REF646636
TXN0000436,ACC000443,ATM Withdrawal,2800.49,INR,2023-12-14,00:00:00,Pending,REF232489
TXN0000437,ACC000208,UPI,41419.22,INR,2022-03-05,00:00:00,Failed,REF780990
TXN0000438,ACC000198,IMPS,93206.48,INR,2022-02-18,00:00:00,Success,REF361698
TXN0000439,ACC000329,IMPS,5886.22,INR,2024-09-26,00:00:00,Failed,REF114408
TXN0000440,ACC000112,Credit,77950.75,INR,2023-03-11,00:00:00,Pending,REF976229
TXN0000441,ACC000432,RTGS,35688.85,INR,2021-02-03,00:00:00,Pending,REF871476
TXN0000442,ACC000463,Transfer,58828.46,INR,2021-11-19,00:00:00,Pending,REF848921
TXN0000443,ACC000476,UPI,57156.31,INR,2023-12-26,00:00:00,Failed,REF120748
TXN0000444,ACC000295,UPI,89152.44,INR,2021-02-06,00:00:00,Success,REF908319
TXN0000445,ACC000075,RTGS,81493.05,INR,2021-01-09,00:00:00,Pending,REF537783
TXN0000446,ACC000115,RTGS,80960.3,INR,2021-07-06,00:00:00,Success,REF381946
TXN0000447,ACC000014,NEFT,9375.98,INR,2023-12-25,00:00:00,Pending,REF641212
TXN0000448,ACC000241,NEFT,85710.75,INR,2021-09-04,00:00:00,Pending,REF440727
TXN0000449,ACC000002,IMPS,41559.1,INR,2024-03-09,00:00:00,Pending,REF273384
TXN0000450,ACC000543,Credit,8300.75,INR,2022-04-22,00:00:00,Success,REF282693
TXN0000451,ACC000333,UPI,39202.37,INR,2021-05-04,00:00:00,Failed,REF556031
TXN0000452,ACC000132,IMPS,99744.58,INR,2023-10-14,00:00:00,Success,REF835987
TXN0000453,ACC000312,IMPS,807.58,INR,2022-02-19,00:00:00,Failed,REF533518
TXN0000454,ACC000211,RTGS,70294.19,INR,2022-04-21,00:00:00,Failed,REF143051
TXN0000455,ACC000347,NEFT,57367.05,INR,2023-04-16,00:00:00,Pending,REF503585
TXN0000456,ACC000079,Debit,9800.9,INR,2022-09-30,00:00:00,Pending,REF229309
TXN0000457,ACC000498,Credit,86404.72,INR,2021-06-29,00:00:00,Pending,REF827510
TXN0000458,ACC000033,ATM Withdrawal,3770.97,INR,2021-09-14,00:00:00,Pending,REF654970
TXN0000459,ACC000233,EMI,56504.8,INR,2023-03-20,00:00:00,Success,REF382040
TXN0000460,ACC000354,Transfer,64236.24,INR,2022-11-27,00:00:00,Pending,REF579469
TXN0000461,ACC000177,RTGS,26491.66,INR,2023-11-10,00:00:00,Failed,REF161972
TXN0000462,ACC000310,ATM Withdrawal,54053.97,INR,2023-09-14,00:00:00,Failed,REF705444
TXN0000463,ACC000594,EMI,79061.5,INR,2024-02-06,00:00:00,Failed,REF781114
TXN0000464,ACC000001,IMPS,79262.6,INR,2021-09-17,00:00:00,Success,REF217310
TXN0000465,ACC000228,Transfer,84545.67,INR,2021-11-26,00:00:00,Failed,REF268101
TXN0000466,ACC000007,IMPS,25965.91,INR,2023-02-22,00:00:00,Success,REF607171
TXN0000467,ACC000003,Online Payment,68595.72,INR,2022-10-27,00:00:00,Success,REF534625
TXN0000468,ACC000270,UPI,32743.27,INR,2021-10-28,00:00:00,Success,REF629777
TXN0000469,ACC000317,EMI,49340.62,INR,2021-01-06,00:00:00,Pending,REF344608
TXN0000470,ACC000083,RTGS,45777.1,INR,2022-02-25,00:00:00,Failed,REF242352
TXN0000471,ACC000126,IMPS,45405.74,INR,2021-08-29,00:00:00,Success,REF434868
TXN0000472,ACC000189,EMI,54168.04,INR,2022-01-24,00:00:00,Pending,REF731593
TXN0000473,ACC000388,IMPS,6975.89,INR,2021-02-03,00:00:00,Success,REF978247
TXN0000474,ACC000588,Online Payment,7692.95,INR,2021-08-25,00:00:00,Success,REF565906
TXN0000475,ACC000355,Debit,20110.55,INR,2023-02-21,00:00:00,Failed,REF306861
TXN0000476,ACC000267,NEFT,57459.52,INR,2024-10-11,00:00:00,Failed,REF345016
TXN0000477,ACC000260,NEFT,41151.8,INR,2023-05-20,00:00:00,Pending,REF293263
TXN0000478,ACC000167,Transfer,86402.44,INR,2021-11-04,00:00:00,Pending,REF794076
TXN0000479,ACC000146,IMPS,78019.84,INR,2024-11-25,00:00:00,Success,REF617587
TXN0000480,ACC000548,Transfer,20760.91,INR,2022-01-14,00:00:00,Success,REF509698
TXN0000481,ACC000079,RTGS,35090.41,INR,2022-10-16,00:00:00,Pending,REF793654
TXN0000482,ACC000090,ATM Withdrawal,6469.3,INR,2023-12-21,00:00:00,Success,REF127923
TXN0000483,ACC000097,EMI,56640.54,INR,2024-05-16,00:00:00,Success,REF210128
TXN0000484,ACC000379,ATM Withdrawal,93525.05,INR,2023-05-13,00:00:00,Pending,REF456580
TXN0000485,ACC000384,NEFT,56568.12,INR,2024-02-22,00:00:00,Pending,REF980437
TXN0000486,ACC000167,IMPS,90985.14,INR,2024-07-30,00:00:00,Success,REF413674
TXN0000487,ACC000210,ATM Withdrawal,16528.58,INR,2023-03-27,00:00:00,Failed,REF342469
TXN0000488,ACC000442,RTGS,22192.5,INR,2024-12-24,00:00:00,Success,REF613087
TXN0000489,ACC000438,NEFT,70696.86,INR,2022-09-10,00:00:00,Failed,REF938800
TXN0000490,ACC000271,RTGS,69638.18,INR,2021-03-30,00:00:00,Failed,REF621670
TXN0000491,ACC000367,IMPS,2686.04,INR,2023-08-21,00:00:00,Success,REF658326
TXN0000492,ACC000316,Online Payment,10612.78,INR,2023-09-19,00:00:00,Success,REF173993
TXN0000493,ACC000176,RTGS,44453.12,INR,2022-12-14,00:00:00,Failed,REF624378
TXN0000494,ACC000284,IMPS,33900.0,INR,2024-06-21,00:00:00,Success,REF580903
TXN0000495,ACC000019,IMPS,8695.47,INR,2023-01-21,00:00:00,Failed,REF257590
TXN0000496,ACC000361,UPI,32141.15,INR,2023-04-25,00:00:00,Failed,REF734298
TXN0000497,ACC000006,Transfer,13354.0,INR,2022-02-27,00:00:00,Failed,REF335799
TXN0000498,ACC000410,UPI,38598.07,INR,2024-03-01,00:00:00,Failed,REF712409
TXN0000499,ACC000590,IMPS,96348.52,INR,2024-08-07,00:00:00,Pending,REF723567
TXN0000500,ACC000242,UPI,69038.13,INR,2021-10-20,00:00:00,Pending,REF710391
TXN0000501,ACC000579,Debit,90015.75,INR,2022-09-24,00:00:00,Failed,REF536726
TXN0000502,ACC000502,Online Payment,37653.08,INR,2023-10-31,00:00:00,Failed,REF311744
TXN0000503,ACC000283,IMPS,89399.29,INR,2022-04-01,00:00:00,Failed,REF384092
TXN0000504,ACC000183,RTGS,74297.38,INR,2024-01-27,00:00:00,Success,REF320604
TXN0000505,ACC000481,Debit,99057.36,INR,2023-11-02,00:00:00,Pending,REF847328
TXN0000506,ACC000262,Debit,11814.54,INR,2021-07-25,00:00:00,Failed,REF616115
TXN0000507,ACC000230,RTGS,7937.33,INR,2023-09-06,00:00:00,Failed,REF370330
TXN0000508,ACC000155,RTGS,12725.88,INR,2021-12-02,00:00:00,Pending,REF311220
TXN0000509,ACC000588,RTGS,86328.32,INR,2021-11-05,00:00:00,Success,REF603629
TXN0000510,ACC000273,RTGS,708.77,INR,2023-03-26,00:00:00,Failed,REF857718
TXN0000511,ACC000241,IMPS,84840.3,INR,2022-08-06,00:00:00,Success,REF405556
TXN0000512,ACC000052,Online Payment,87195.72,INR,2021-12-04,00:00:00,Success,REF775764
TXN0000513,ACC000141,EMI,51266.18,INR,2024-04-08,00:00:00,Failed,REF240182
TXN0000514,ACC000482,Credit,14175.65,INR,2024-01-06,00:00:00,Failed,REF423961
TXN0000515,ACC000293,Credit,92247.64,INR,2023-08-08,00:00:00,Success,REF341549
TXN0000516,ACC000398,Online Payment,45048.88,INR,2022-06-10,00:00:00,Pending,REF218933
TXN0000517,ACC000142,ATM Withdrawal,50665.68,INR,2022-03-20,00:00:00,Failed,REF275125
TXN0000518,ACC000108,UPI,45684.72,INR,2023-11-27,00:00:00,Failed,REF923866
TXN0000519,ACC000186,Transfer,15407.15,INR,2023-04-06,00:00:00,Success,REF909873
TXN0000520,ACC000495,Debit,6614.79,INR,2021-06-20,00:00:00,Failed,REF268050
TXN0000521,ACC000229,Debit,22833.72,INR,2021-04-08,00:00:00,Failed,REF190445
TXN0000522,ACC000078,NEFT,96489.06,INR,2023-12-03,00:00:00,Failed,REF202626
TXN0000523,ACC000036,IMPS,12591.05,INR,2023-11-08,00:00:00,Success,REF596789
TXN0000524,ACC000594,RTGS,83641.65,INR,2021-07-11,00:00:00,Failed,REF824939
TXN0000525,ACC000089,Debit,40097.14,INR,2022-11-23,00:00:00,Success,REF346795
TXN0000526,ACC000270,EMI,63693.6,INR,2021-04-07,00:00:00,Failed,REF470472
TXN0000527,ACC000128,RTGS,95644.77,INR,2022-05-14,00:00:00,Pending,REF612720
TXN0000528,ACC000122,ATM Withdrawal,21668.49,INR,2021-09-23,00:00:00,Success,REF740133
TXN0000529,ACC000138,EMI,76848.87,INR,2024-11-14,00:00:00,Success,REF110269
TXN0000530,ACC000080,Transfer,26290.42,INR,2022-06-26,00:00:00,Success,REF216767
TXN0000531,ACC000097,UPI,89683.46,INR,2024-02-26,00:00:00,Pending,REF968989
TXN0000532,ACC000007,Transfer,60701.5,INR,2024-06-10,00:00:00,Failed,REF908465
TXN0000533,ACC000520,IMPS,3774.05,INR,2021-07-26,00:00:00,Success,REF287130
TXN0000534,ACC000051,Debit,74073.32,INR,2022-08-15,00:00:00,Failed,REF867723
TXN0000535,ACC000388,IMPS,39954.13,INR,2023-09-03,00:00:00,Success,REF709220
TXN0000536,ACC000245,Debit,56589.86,INR,2021-04-29,00:00:00,Failed,REF811273
TXN0000537,ACC000445,RTGS,57781.74,INR,2024-05-18,00:00:00,Pending,REF543403
TXN0000538,ACC000186,Credit,58246.21,INR,2022-10-21,00:00:00,Pending,REF596344
TXN0000539,ACC000013,Transfer,2120.51,INR,2023-11-06,00:00:00,Failed,REF429367
TXN0000540,ACC000547,EMI,49892.34,INR,2023-08-15,00:00:00,Pending,REF197195
TXN0000541,ACC000296,Debit,25673.03,INR,2023-11-11,00:00:00,Success,REF658400
TXN0000542,ACC000229,NEFT,76531.44,INR,2023-10-21,00:00:00,Success,REF472806
TXN0000543,ACC000338,Online Payment,13739.75,INR,2022-09-09,00:00:00,Pending,REF489293
TXN0000544,ACC000254,Online Payment,7212.64,INR,2024-07-17,00:00:00,Pending,REF125951
TXN0000545,ACC000027,Online Payment,33758.01,INR,2023-06-24,00:00:00,Failed,REF816082
TXN0000546,ACC000306,Transfer,37866.19,INR,2022-04-16,00:00:00,Success,REF813782
TXN0000547,ACC000472,EMI,78620.33,INR,2021-08-28,00:00:00,Success,REF641188
TXN0000548,ACC000263,Credit,30326.61,INR,2024-08-16,00:00:00,Pending,REF612733
TXN0000549,ACC000497,IMPS,70169.88,INR,2023-05-13,00:00:00,Failed,REF118649
TXN0000550,ACC000530,UPI,28202.69,INR,2023-08-09,00:00:00,Success,REF611420
TXN0000551,ACC000403,Credit,32238.05,INR,2022-02-10,00:00:00,Success,REF753846
TXN0000552,ACC000020,IMPS,54778.89,INR,2023-01-03,00:00:00,Success,REF899481
TXN0000553,ACC000165,Debit,39196.86,INR,2023-02-04,00:00:00,Pending,REF499478
TXN0000554,ACC000105,EMI,50091.09,INR,2021-03-15,00:00:00,Failed,REF573638
TXN0000555,ACC000533,Credit,60229.82,INR,2021-04-01,00:00:00,Failed,REF230485
TXN0000556,ACC000092,IMPS,77577.83,INR,2022-01-30,00:00:00,Pending,REF980629
TXN0000557,ACC000090,Online Payment,46400.57,INR,2023-04-24,00:00:00,Failed,REF807136
TXN0000558,ACC000148,Transfer,86580.59,INR,2024-12-13,00:00:00,Failed,REF107830
TXN0000559,ACC000122,Debit,93583.28,INR,2024-06-19,00:00:00,Failed,REF210280
TXN0000560,ACC000590,UPI,18250.89,INR,2022-11-11,00:00:00,Success,REF586352
TXN0000561,ACC000048,ATM Withdrawal,90483.73,INR,2021-08-04,00:00:00,Success,REF924386
TXN0000562,ACC000596,IMPS,37925.09,INR,2023-01-08,00:00:00,Failed,REF185223
TXN0000563,ACC000329,Transfer,78809.11,INR,2024-01-10,00:00:00,Pending,REF250029
TXN0000564,ACC000505,IMPS,32713.35,INR,2024-09-18,00:00:00,Failed,REF844280
TXN0000565,ACC000228,RTGS,56422.18,INR,2023-05-11,00:00:00,Failed,REF849452
TXN0000566,ACC000553,ATM Withdrawal,16112.09,INR,2022-08-31,00:00:00,Failed,REF481049
TXN0000567,ACC000389,Debit,76282.97,INR,2023-09-07,00:00:00,Success,REF380106
TXN0000568,ACC000313,Debit,8672.35,INR,2023-09-23,00:00:00,Success,REF914925
TXN0000569,ACC000329,Credit,99937.42,INR,2024-06-25,00:00:00,Failed,REF605752
TXN0000570,ACC000213,IMPS,58433.47,INR,2021-05-31,00:00:00,Pending,REF593808
TXN0000571,ACC000132,Online Payment,29342.52,INR,2021-08-24,00:00:00,Pending,REF957693
TXN0000572,ACC000524,RTGS,49297.82,INR,2023-02-26,00:00:00,Pending,REF787855
TXN0000573,ACC000023,UPI,38326.79,INR,2022-06-10,00:00:00,Pending,REF175552
TXN0000574,ACC000379,Transfer,48948.36,INR,2022-05-11,00:00:00,Failed,REF559987
TXN0000575,ACC000117,Transfer,60534.78,INR,2024-09-01,00:00:00,Failed,REF409197
TXN0000576,ACC000556,ATM Withdrawal,25528.53,INR,2023-04-22,00:00:00,Failed,REF479157
TXN0000577,ACC000569,Debit,76394.35,INR,2024-03-16,00:00:00,Pending,REF379472
TXN0000578,ACC000502,NEFT,54575.26,INR,2023-07-10,00:00:00,Success,REF155514
TXN0000579,ACC000367,Debit,68667.04,INR,2024-01-01,00:00:00,Success,REF621507
TXN0000580,ACC000265,ATM Withdrawal,80303.04,INR,2021-05-05,00:00:00,Failed,REF123731
TXN0000581,ACC000348,Online Payment,60417.22,INR,2022-02-20,00:00:00,Success,REF203669
TXN0000582,ACC000368,Online Payment,7546.64,INR,2023-10-25,00:00:00,Success,REF586173
